supply_source,domain,app_name,country,environment,device_type,line_item_type,creative_size,impressions,viewable_impressions,measurable_impressions,clicks,total_spend_usd,viewability,measurability,ctr,ecpm_usd,vcpm_usd,ecpc_usd,viewable_impressions_est,quality_score,cost_efficiency_score,iab_category,iab_category_secondary,content_type,audience_profile,geo_focus,language,brand_safety_risk,is_app,publisher_tier
pubmatic,vsco.co,,MX,Web,Mobile,DISPLAY,320x100,22896,20601,22039,69,105.7674,0.9347,0.9626,0.003,4.619,5.1339,1.5327,21401,0.9561,0.1862,IAB1 - Arts & Entertainment,IAB18 - Style & Fashion,social,young_adults,global,en,low,false,mid-tier
amazon,www.uol.com.br,,BR,Web,Mobile,DISPLAY,320x50,2329,2119,2315,6,1.1175,0.9148,0.994,0.0026,0.4801,0.5199,0.1785,2131,0.9556,1.8381,IAB12 - News / Current Events,IAB1 - Arts & Entertainment,news,mass_reach,national,pt,low,false,premium
adxbr,www.yahoo.com,,MX,Web,Mobile,DISPLAY,320x50,5291,4777,5166,81,24.6281,0.9247,0.9764,0.0153,4.6546,5.1615,0.3068,4893,0.9553,0.1851,IAB12 - News / Current Events,IAB13 - Personal Finance,news,mass_reach,global,en,low,false,premium
adxbr,www.metropoles.com,,BR,Web,Mobile,DISPLAY,320x50,1133,1017,1091,3,0.5134,0.9322,0.9629,0.0026,0.453,0.505,0.171,1056,0.955,1.8911,IAB12 - News / Current Events,IAB1 - Arts & Entertainment,news,mass_reach,national,pt,medium,false,mid-tier
opera,skyvector.com,,MX,Web,Desktop,DISPLAY,728x90,2761,2506,2749,40,12.7936,0.9116,0.9956,0.0145,4.634,5.1061,0.3221,2517,0.9545,0.1869,IAB9 - Hobbies & Interests,IAB20 - Travel,other,professionals,global,en,low,false,long-tail
sovrn,www.eluniversal.com.mx,,MX,Web,Mobile,DISPLAY,300x250,3546,3208,3502,48,16.2418,0.916,0.9876,0.0135,4.58,5.063,0.338,3248,0.9543,0.1885,IAB12 - News / Current Events,,news,mass_reach,national,es,low,false,premium
appnexus,www.sensacine.com.mx,,MX,Web,Mobile,DISPLAY,970x250,2990,2694,2920,15,13.818,0.9226,0.9766,0.005,4.621,5.129,0.921,2759,0.9543,0.1861,IAB1 - Arts & Entertainment,,entertainment,young_adults,national,es,low,false,mid-tier
pubmatic,vsco.co,,MX,Web,Mobile,DISPLAY,300x100,5062,4515,4816,10,23.5832,0.9375,0.9514,0.002,4.659,5.223,2.358,4746,0.9542,0.1827,IAB1 - Arts & Entertainment,IAB18 - Style & Fashion,social,young_adults,global,en,low,false,mid-tier
adxbr,www.dondeir.com,,MX,Web,Mobile,DISPLAY,300x250,2022,1821,1979,139,9.2614,0.9202,0.9787,0.0687,4.58,5.086,0.067,1861,0.9537,0.1875,IAB20 - Travel,IAB1 - Arts & Entertainment,travel,young_adults,national,es,low,false,long-tail
ogury,weather.com,,MX,Web,Mobile,DISPLAY,300x100,4192,3783,4136,34,19.5113,0.9147,0.9866,0.0081,4.654,5.158,0.574,3834,0.9533,0.1848,IAB15 - Science,,other,mass_reach,global,en,low,false,premium
rp,diario.mx,,MX,Web,Mobile,DISPLAY,970x250,1149,1106,1133,2,5.3468,0.9762,0.986,0.0017,4.6537,4.8341,2.6547,1122,0.9533,0.1972,IAB12 - News / Current Events,,news,mass_reach,local,es,medium,false,long-tail
triplelift,www.yahoo.com,,MX,Web,Desktop,DISPLAY,300x600,75667,68263,74938,598,352.0921,0.9109,0.9903,0.0079,4.6529,5.16,0.5957,68926,0.9526,0.1846,IAB12 - News / Current Events,IAB13 - Personal Finance,news,mass_reach,global,en,low,false,premium
index,www.letras.com,,MX,Web,Mobile,DISPLAY,320x100,1809,1633,1796,5,8.3884,0.9092,0.9928,0.0028,4.637,5.137,1.678,1645,0.9524,0.1854,IAB1 - Arts & Entertainment,,entertainment,young_adults,regional,es,medium,false,long-tail
openx,poki.com,,MX,Web,Desktop,DISPLAY,300x250,1210,1162,1196,2,5.626,0.9716,0.9884,0.0017,4.65,4.842,2.813,1176,0.9523,0.1967,IAB9 - Hobbies & Interests,IAB19 - Technology & Computing,gaming,young_adults,global,en,medium,false,mid-tier
adxbr,ssstik.io,,MX,Web,Mobile,DISPLAY,336x280,201359,180615,197068,2957,930.2219,0.9165,0.9787,0.0146,4.6197,5.1505,0.3153,184541,0.9519,0.1848,IAB19 - Technology & Computing,,technology,young_adults,global,en,high,false,long-tail
openx,www.myinstants.com,,MX,Web,Mobile,DISPLAY,320x50,1984,1778,1936,4,9.2455,0.9184,0.9758,0.002,4.66,5.2,2.311,1822,0.9519,0.1831,IAB1 - Arts & Entertainment,,entertainment,young_adults,global,en,medium,false,long-tail
adx,www.leboncoin.fr,,FR,Web,Mobile,DISPLAY,300x600,5028,4532,4996,15,28.4722,0.9071,0.9936,0.003,5.6631,6.282,1.8976,4561,0.9516,0.1515,IAB22 - Shopping,IAB21 - Real Estate,shopping,mass_reach,national,fr,low,false,premium
sovrn,www.vesselfinder.com,,MX,Web,Desktop,DISPLAY,160x600,3131,2793,3025,222,14.5391,0.9233,0.9662,0.0709,4.6432,5.2056,0.0659,2891,0.9515,0.1828,IAB20 - Travel,,other,professionals,global,en,low,false,long-tail
rp,www.buzzfeed.com,,MX,Web,Mobile,DISPLAY,300x600,2358,2113,2321,11,10.9551,0.9104,0.9843,0.0047,4.6455,5.1845,0.98,2147,0.9505,0.1833,IAB1 - Arts & Entertainment,IAB12 - News / Current Events,entertainment,young_adults,global,en,medium,false,premium
sovrn,vsco.co,,MX,Web,Mobile,DISPLAY,320x100,7457,6612,7139,25,34.5579,0.9262,0.9574,0.0034,4.634,5.227,1.382,6907,0.9503,0.1818,IAB1 - Arts & Entertainment,IAB18 - Style & Fashion,social,young_adults,global,en,low,false,mid-tier
rp,amp.mediotiempo.com,,MX,Web,Mobile,DISPLAY,300x250,1173,1039,1121,31,5.4585,0.9269,0.9557,0.0264,4.653,5.254,0.176,1087,0.9502,0.1809,IAB17 - Sports,,sports,sports_fans,national,es,low,false,premium
smartyads,poki.com,,MX,Web,Desktop,DISPLAY,160x600,1025,910,987,20,4.6948,0.922,0.9629,0.0195,4.58,5.159,0.235,945,0.9499,0.1841,IAB9 - Hobbies & Interests,IAB19 - Technology & Computing,gaming,young_adults,global,en,medium,false,mid-tier
adxtr,play.google.com,Vita Mahjong,TR,In-app,Mobile,DISPLAY,320x50,4812,4804,4810,7,1.4172,0.9988,0.9996,0.0015,0.295,0.295,0.202,4806,0.9493,3.218,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
sovrn,www.tvnotas.com.mx,,MX,Web,Mobile,DISPLAY,970x250,7605,6770,7450,38,35.3182,0.9088,0.9796,0.005,4.6436,5.2167,0.9187,6911,0.9483,0.1818,IAB1 - Arts & Entertainment,,entertainment,mass_reach,national,es,medium,false,mid-tier
adxbr,www.correio24horas.com.br,,BR,Web,Mobile,DISPLAY,320x50,3564,3175,3513,15,2.8412,0.9038,0.9857,0.0042,0.797,0.895,0.189,3221,0.9476,1.0588,IAB12 - News / Current Events,,news,mass_reach,local,pt,medium,false,mid-tier
pubmatic,www.speedtest.net,,MX,Web,Desktop,DISPLAY,336x280,4714,4196,4651,74,21.824,0.9021,0.9866,0.0157,4.6298,5.2027,0.2928,4252,0.947,0.182,IAB19 - Technology & Computing,,technology,mixed,global,en,low,false,premium
opera,ca.yahoo.com,,MX,Web,Desktop,DISPLAY,300x600,11552,10294,11456,40,53.7673,0.8985,0.9917,0.0035,4.654,5.2412,1.0899,10379,0.9467,0.1806,IAB12 - News / Current Events,IAB13 - Personal Finance,news,mass_reach,global,en,low,false,premium
sovrn,www.futbin.com,,MX,Web,Mobile,DISPLAY,970x250,1575,1391,1526,9,7.3281,0.9115,0.9689,0.0057,4.653,5.268,0.814,1436,0.9464,0.1797,IAB9 - Hobbies & Interests,IAB17 - Sports,gaming,tech_enthusiasts,global,en,medium,false,mid-tier
smartyads,poki.com,,MX,Web,Desktop,DISPLAY,728x90,1182,1038,1130,12,5.4139,0.9186,0.956,0.0101,4.58,5.2158,0.4453,1086,0.9461,0.1814,IAB9 - Hobbies & Interests,IAB19 - Technology & Computing,gaming,young_adults,global,en,medium,false,mid-tier
medianet,peopleenespanol.com,,MX,Web,Mobile,DISPLAY,320x50,1131,1003,1115,23,5.2313,0.8995,0.9859,0.0204,4.6257,5.2163,0.2055,1017,0.9455,0.1813,IAB1 - Arts & Entertainment,,entertainment,mass_reach,regional,es,low,false,premium
pubmatic,www.msn.com,,MX,Web,Desktop,DISPLAY,300x600,3627,3216,3589,15,16.8938,0.8961,0.9896,0.0041,4.6578,5.2535,1.1199,3250,0.9449,0.1799,IAB12 - News / Current Events,IAB1 - Arts & Entertainment,news,mass_reach,global,en,low,false,premium
sovrn,www.parati.com.ar,,MX,Web,Mobile,DISPLAY,970x250,3476,3064,3386,19,16.028,0.9049,0.9741,0.0055,4.611,5.231,0.844,3145,0.9447,0.1806,IAB1 - Arts & Entertainment,IAB18 - Style & Fashion,entertainment,mass_reach,national,es,medium,false,mid-tier
sovrn,www.speedtest.net,,MX,Web,Desktop,DISPLAY,160x600,1306,1152,1277,58,6.0571,0.9021,0.9778,0.0444,4.6376,5.2583,0.1033,1178,0.9444,0.1796,IAB19 - Technology & Computing,,technology,mixed,global,en,low,false,premium
adxbr,www.proceso.com.mx,,MX,Web,Mobile,DISPLAY,320x100,2550,2237,2463,14,11.8113,0.9082,0.9659,0.0055,4.632,5.28,0.844,2316,0.9439,0.1788,IAB12 - News / Current Events,"IAB11 - Law, Government & Politics",news,professionals,national,es,low,false,premium
pubmatic,www.radio-en-vivo.mx,,MX,Web,Desktop,DISPLAY,336x280,1208,1070,1200,37,5.533,0.8917,0.9934,0.0306,4.58,5.171,0.15,1077,0.9439,0.1825,IAB1 - Arts & Entertainment,,streaming,mass_reach,national,es,medium,false,long-tail
medianet,www.investopedia.com,,MX,Web,Mobile,DISPLAY,320x50,2315,2042,2277,6,10.7412,0.8968,0.9836,0.0026,4.6402,5.2604,1.7433,2076,0.9435,0.1794,IAB13 - Personal Finance,IAB5 - Education,finance,professionals,global,en,low,false,premium
medianet,www.radio-en-vivo.mx,,MX,Web,Desktop,DISPLAY,300x100,4259,3753,4178,18,19.8377,0.8983,0.981,0.0042,4.658,5.286,1.102,3826,0.9434,0.1785,IAB1 - Arts & Entertainment,,streaming,mass_reach,national,es,medium,false,long-tail
sovrn,www.radio-en-vivo.mx,,MX,Web,Mobile,DISPLAY,300x100,13417,11833,13209,79,62.5172,0.8958,0.9845,0.0059,4.6594,5.2833,0.7915,12019,0.9433,0.1785,IAB1 - Arts & Entertainment,,streaming,mass_reach,national,es,medium,false,long-tail
smartyads,tunein.com,,MX,Web,Desktop,DISPLAY,728x90,1275,1121,1251,37,5.9222,0.8961,0.9811,0.029,4.6447,5.2828,0.1457,1142,0.9424,0.1784,IAB1 - Arts & Entertainment,IAB12 - News / Current Events,streaming,mass_reach,global,en,low,false,premium
opera,www.msn.com,,MX,Web,Desktop,DISPLAY,300x600,2157,1904,2147,10,10.0378,0.8868,0.9953,0.0047,4.6538,5.2722,0.9978,1913,0.942,0.1787,IAB12 - News / Current Events,IAB1 - Arts & Entertainment,news,mass_reach,global,en,low,false,premium
rp,vanguardia.com.mx,,MX,Web,Mobile,DISPLAY,300x100,2003,1764,1980,12,9.3229,0.8909,0.9885,0.006,4.654,5.285,0.777,1784,0.942,0.1782,IAB12 - News / Current Events,,news,mass_reach,local,es,medium,false,mid-tier
rp,vanguardia.com.mx,,MX,Web,Mobile,DISPLAY,320x100,1381,1216,1365,4,6.4163,0.8908,0.9884,0.0029,4.646,5.277,1.604,1230,0.9419,0.1785,IAB12 - News / Current Events,,news,mass_reach,local,es,medium,false,mid-tier
medianet,www.eluniversal.com.mx,,MX,Web,Mobile,DISPLAY,300x250,5874,5160,5797,42,27.3158,0.8901,0.9869,0.0072,4.6498,5.2938,0.646,5229,0.9412,0.1778,IAB12 - News / Current Events,,news,mass_reach,national,es,low,false,premium
sas,es.sporcle.com,,MX,Web,Desktop,DISPLAY,728x90,2610,2291,2572,7,12.0947,0.8906,0.9855,0.0027,4.6343,5.2791,1.606,2325,0.941,0.1782,IAB9 - Hobbies & Interests,IAB1 - Arts & Entertainment,entertainment,young_adults,global,en,medium,false,long-tail
appnexus,content.core-data-info.com,,BR,Web,Mobile,DISPLAY,336x280,1127,991,1120,4,1.0442,0.8848,0.9938,0.0035,0.927,1.054,0.261,997,0.9405,0.8923,IAB24 - Uncategorized,,other,mixed,global,en,high,false,unknown
triplelift,www.chess.com,,MX,Web,Desktop,DISPLAY,300x50,1743,1636,1737,3,8.1182,0.9419,0.9966,0.0017,4.658,4.962,2.706,1642,0.9399,0.1894,IAB9 - Hobbies & Interests,,gaming,mixed,global,en,low,false,premium
adxbr,www.wordreference.com,,MX,Web,Mobile,DISPLAY,320x50,2613,2279,2546,6,12.139,0.8951,0.9743,0.0023,4.6459,5.3279,2.0205,2339,0.9398,0.1764,IAB5 - Education,,education,students,global,en,low,false,mid-tier
adxbr,www.cocinavital.mx,,MX,Web,Mobile,DISPLAY,300x250,3159,2751,3071,371,14.4693,0.8958,0.9721,0.1174,4.58,5.26,0.039,2830,0.9395,0.1786,IAB8 - Food & Drink,IAB7 - Health & Fitness,other,parents,national,es,low,false,long-tail
adxbr,www.letras.com,,MX,Web,Mobile,DISPLAY,320x50,8582,7459,8312,32,39.98,0.8974,0.9685,0.0037,4.6589,5.3601,1.2481,7701,0.9392,0.1752,IAB1 - Arts & Entertainment,,entertainment,young_adults,regional,es,medium,false,long-tail
adxbr,weather.com,,MX,Web,Mobile,DISPLAY,728x90,3069,2644,2907,120,14.2872,0.9095,0.9472,0.0391,4.655,5.404,0.119,2791,0.9389,0.1737,IAB15 - Science,,other,mass_reach,global,en,low,false,premium
adx,www.lachainemeteo.com,,FR,Web,Mobile,DISPLAY,300x600,1039,904,1012,4,5.6794,0.8933,0.974,0.0039,5.4658,6.282,1.3363,928,0.9388,0.1494,IAB15 - Science,,other,mass_reach,national,fr,low,false,mid-tier
sas,oem.com.mx,,MX,Web,Mobile,DISPLAY,300x600,1607,1397,1587,14,7.3606,0.8803,0.9876,0.0087,4.58,5.269,0.526,1415,0.9364,0.1777,IAB12 - News / Current Events,,news,mass_reach,national,es,medium,false,mid-tier
rp,turystyka.wp.pl,,PL,Web,Mobile,DISPLAY,320x100,6631,5713,6399,27,5.4542,0.8928,0.965,0.0041,0.8226,0.9558,0.1906,5920,0.9359,0.9792,IAB12 - News / Current Events,IAB1 - Arts & Entertainment,news,mass_reach,national,pl,low,false,premium
appnexus,www.curiositieshub.com,,BR,Web,Mobile,DISPLAY,336x280,7318,6347,7229,21,2.4555,0.878,0.9878,0.0029,0.336,0.387,0.117,6425,0.9353,2.4168,IAB9 - Hobbies & Interests,,entertainment,mass_reach,global,en,high,false,long-tail
pubmatic,weather.com,,MX,Web,Mobile,DISPLAY,728x90,1238,1071,1216,13,5.762,0.8808,0.9822,0.0105,4.654,5.38,0.443,1090,0.9351,0.1738,IAB15 - Science,,other,mass_reach,global,en,low,false,premium
index,www.crazygames.com,,MX,Web,Mobile,DISPLAY,320x50,2422,2072,2305,13,11.2521,0.8989,0.9517,0.0054,4.646,5.431,0.866,2177,0.935,0.1722,IAB9 - Hobbies & Interests,IAB19 - Technology & Computing,gaming,young_adults,global,en,medium,false,mid-tier
pubmatic,www.buzzfeed.com,,MX,Web,Desktop,DISPLAY,300x600,1645,1485,1620,3,7.5981,0.9166,0.9848,0.0018,4.619,5.1161,2.2995,1508,0.9345,0.1827,IAB1 - Arts & Entertainment,IAB12 - News / Current Events,entertainment,young_adults,global,en,medium,false,premium
opera,mail.yahoo.com,,MX,Web,Desktop,DISPLAY,300x250,13601,11759,13420,67,63.2898,0.8762,0.9867,0.0049,4.6531,5.3928,0.8946,11918,0.9341,0.1732,IAB12 - News / Current Events,IAB13 - Personal Finance,news,mass_reach,global,en,low,false,premium
smartyads,poki.com,,MX,Web,Mobile,DISPLAY,320x50,2121,1828,2085,58,9.8624,0.8767,0.983,0.0274,4.6498,5.3972,0.1763,1860,0.9333,0.1729,IAB9 - Hobbies & Interests,IAB19 - Technology & Computing,gaming,young_adults,global,en,medium,false,mid-tier
appnexus,www.tvnotas.com.mx,,MX,Web,Mobile,DISPLAY,970x250,5419,4885,5335,10,25.1426,0.9157,0.9845,0.0018,4.64,5.147,2.514,4962,0.9332,0.1813,IAB1 - Arts & Entertainment,,entertainment,mass_reach,national,es,medium,false,mid-tier
prebidserver,www.nationalgeographic.com.es,,MX,Web,Mobile,DISPLAY,320x480,4543,3866,4353,32,21.0537,0.8881,0.9582,0.0071,4.6339,5.4463,0.6558,4035,0.9315,0.171,IAB15 - Science,IAB20 - Travel,education,professionals,national,es,low,false,premium
pubmatic,tunein.com,,MX,Web,Desktop,DISPLAY,300x600,2247,1932,2232,31,10.4246,0.8656,0.9933,0.0138,4.6396,5.3899,0.3695,1945,0.9308,0.1727,IAB1 - Arts & Entertainment,IAB12 - News / Current Events,streaming,mass_reach,global,en,low,false,premium
appnexus,tunein.com,,MX,Web,Desktop,DISPLAY,970x90,1117,960,1108,7,5.1636,0.8664,0.9919,0.0063,4.623,5.379,0.738,968,0.9308,0.173,IAB1 - Arts & Entertainment,IAB12 - News / Current Events,streaming,mass_reach,global,en,low,false,premium
id,play.google.com,Bus Frenzy - Traffic Jam,US,In-app,Mobile,VIDEO,1300x1280,1884,1465,1484,23,25.6815,0.9872,0.7877,0.0122,13.631,17.53,1.117,1860,0.9299,0.053,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
rp,www.parati.com.ar,,MX,Web,Mobile,DISPLAY,970x250,5299,4504,5157,32,24.3777,0.8734,0.9732,0.006,4.6,5.412,0.762,4628,0.9287,0.1716,IAB1 - Arts & Entertainment,IAB18 - Style & Fashion,entertainment,mass_reach,national,es,medium,false,mid-tier
adxbr,ssstik.io,,MX,Web,Mobile,DISPLAY,320x480,1603,1363,1566,10,7.4351,0.8704,0.977,0.0063,4.6381,5.4546,0.674,1395,0.9283,0.1702,IAB19 - Technology & Computing,,technology,young_adults,global,en,high,false,long-tail
sovrn,www.speedtest.net,,MX,Web,Desktop,DISPLAY,336x280,1095,928,1060,8,5.0738,0.8755,0.9681,0.0073,4.6337,5.4687,0.6275,959,0.9282,0.1697,IAB19 - Technology & Computing,,technology,mixed,global,en,low,false,premium
opera,vamoscruzazul.bolavip.com,,MX,Web,Mobile,DISPLAY,320x100,1074,936,1058,2,4.9734,0.8847,0.9851,0.0019,4.631,5.313,2.487,950,0.9279,0.1746,IAB17 - Sports,,sports,sports_fans,regional,es,medium,false,mid-tier
triplelift,es.investing.com,,MX,Web,Desktop,DISPLAY,160x600,3300,2787,3173,12,15.2826,0.8787,0.9615,0.0036,4.6308,5.486,1.2236,2900,0.9278,0.1691,IAB13 - Personal Finance,IAB3 - Business,finance,professionals,global,en,low,false,premium
index,www.pudelek.pl,,GB,Web,Mobile,DISPLAY,320x100,3310,2795,3181,16,4.5471,0.8787,0.961,0.0048,1.374,1.627,0.284,2908,0.9277,0.5702,IAB1 - Arts & Entertainment,,entertainment,mass_reach,national,pl,medium,false,mid-tier
rp,www.lecturas.com,,MX,Web,Mobile,DISPLAY,320x480,1479,1250,1429,16,6.8309,0.8747,0.9662,0.0108,4.619,5.465,0.427,1294,0.9272,0.1697,IAB1 - Arts & Entertainment,IAB18 - Style & Fashion,entertainment,mass_reach,national,es,low,false,mid-tier
onetag,mx.investing.com,,MX,Web,Desktop,DISPLAY,300x600,1734,1462,1667,5,8.0597,0.8771,0.9614,0.0029,4.6476,5.5167,1.5957,1521,0.927,0.168,IAB13 - Personal Finance,IAB3 - Business,finance,professionals,global,en,low,false,premium
pubmatic,mx.investing.com,,MX,Web,Desktop,DISPLAY,970x250,11539,9784,11360,61,53.5123,0.8611,0.9845,0.0053,4.6373,5.4931,0.8442,9937,0.9259,0.1686,IAB13 - Personal Finance,IAB3 - Business,finance,professionals,global,en,low,false,premium
rp,www.unotv.com,,MX,Web,Mobile,DISPLAY,320x100,2555,2152,2473,6,11.8677,0.8701,0.9679,0.0024,4.6447,5.5203,1.958,2223,0.9254,0.1676,IAB12 - News / Current Events,,news,mass_reach,national,es,medium,false,mid-tier
sovrn,www.meteored.mx,,MX,Web,Mobile,DISPLAY,300x600,12684,10718,12408,224,58.6985,0.8636,0.9782,0.0177,4.6277,5.4797,0.2737,10954,0.9253,0.1689,IAB15 - Science,,other,mass_reach,national,es,low,false,mid-tier
sas,www.meteored.mx,,MX,Web,Mobile,DISPLAY,300x600,16468,13894,16089,164,76.3339,0.8634,0.977,0.0099,4.6355,5.5113,0.4676,14218,0.9248,0.1678,IAB15 - Science,,other,mass_reach,national,es,low,false,mid-tier
openx,skyvector.com,,MX,Web,Desktop,DISPLAY,728x90,1281,1080,1261,5,5.9377,0.8564,0.9844,0.0039,4.6355,5.5022,1.3348,1097,0.9235,0.1678,IAB9 - Hobbies & Interests,IAB20 - Travel,other,professionals,global,en,low,false,long-tail
adxbr,gamebanana.com,,MX,Web,Mobile,DISPLAY,970x90,2259,1986,2167,4,10.4677,0.9164,0.9593,0.0018,4.6341,5.2744,2.5276,2070,0.9229,0.175,IAB9 - Hobbies & Interests,IAB19 - Technology & Computing,gaming,tech_enthusiasts,global,en,medium,false,long-tail
adxbr,revistamonet.globo.com,,BR,Web,Mobile,DISPLAY,320x50,8498,7124,8261,89,17.2468,0.8624,0.9721,0.0104,2.0296,2.4263,0.1843,7328,0.9228,0.3803,IAB12 - News / Current Events,IAB1 - Arts & Entertainment,news,mass_reach,national,pt,low,false,premium
rp,unotv.com,,MX,Web,Mobile,DISPLAY,320x50,1699,1428,1666,10,7.9181,0.8571,0.9806,0.0059,4.66,5.545,0.792,1456,0.9227,0.1664,IAB12 - News / Current Events,,news,mass_reach,national,es,medium,false,mid-tier
sovrn,www.radio-en-vivo.mx,,MX,Web,Desktop,DISPLAY,728x90,1569,1315,1527,16,7.1984,0.861,0.9732,0.0102,4.5876,5.4951,0.5,1351,0.9225,0.1679,IAB1 - Arts & Entertainment,,streaming,mass_reach,national,es,medium,false,long-tail
rp,www.clara.es,,MX,Web,Mobile,DISPLAY,320x480,2786,2326,2706,19,12.8592,0.8595,0.9712,0.0069,4.6157,5.5289,0.6317,2395,0.9211,0.1666,IAB18 - Style & Fashion,IAB7 - Health & Fitness,entertainment,mass_reach,national,es,low,false,mid-tier
opera,www.buzzfeed.com,,MX,Web,Mobile,DISPLAY,320x50,15114,12995,14999,28,70.1864,0.8664,0.9924,0.0019,4.6438,5.4041,2.4873,13095,0.9202,0.1703,IAB1 - Arts & Entertainment,IAB12 - News / Current Events,entertainment,young_adults,global,en,medium,false,premium
adxbr,weather.com,,MX,Web,Mobile,DISPLAY,300x600,3884,3214,3723,358,18.0443,0.8634,0.9586,0.0922,4.646,5.6144,0.055,3353,0.9193,0.1637,IAB15 - Science,,other,mass_reach,global,en,low,false,premium
opera,mx.investing.com,,MX,Web,Desktop,DISPLAY,970x250,16089,13444,15921,131,74.4162,0.8445,0.9895,0.0082,4.625,5.5351,0.5664,13586,0.9191,0.166,IAB13 - Personal Finance,IAB3 - Business,finance,professionals,global,en,low,false,premium
sovrn,www.eluniversal.com.mx,,MX,Web,Mobile,DISPLAY,320x50,7157,5959,7020,44,32.7816,0.8489,0.9809,0.0062,4.58,5.5035,0.7447,6075,0.9187,0.1669,IAB12 - News / Current Events,,news,mass_reach,national,es,low,false,premium
index,letterboxd.com,,AU,Web,Desktop,DISPLAY,728x90,1310,1066,1205,6,2.4879,0.8846,0.9198,0.0046,1.899,2.334,0.415,1159,0.9182,0.3934,IAB1 - Arts & Entertainment,IAB9 - Hobbies & Interests,entertainment,young_adults,global,en,low,false,mid-tier
opera,www.yucatan.com.mx,,MX,Web,Mobile,DISPLAY,970x250,4778,3968,4677,22,22.2139,0.8484,0.9788,0.0046,4.6489,5.5986,1.0067,4054,0.9178,0.1639,IAB12 - News / Current Events,,news,mass_reach,local,es,medium,false,long-tail
adxbr,quatrorodas.abril.com.br,,BR,Web,Desktop,DISPLAY,970x250,1245,1035,1226,7,1.5556,0.8442,0.9847,0.0056,1.2496,1.5042,0.2277,1051,0.9175,0.6099,IAB12 - News / Current Events,IAB1 - Arts & Entertainment,news,mass_reach,national,pt,low,false,premium
rp,vsco.co,,MX,Web,Mobile,DISPLAY,320x100,3150,2847,3046,5,14.6231,0.9347,0.967,0.0016,4.642,5.136,2.925,2944,0.9174,0.1786,IAB1 - Arts & Entertainment,IAB18 - Style & Fashion,social,young_adults,global,en,low,false,mid-tier
sovrn,goldprice.org,,MX,Web,Desktop,DISPLAY,300x250,1507,1252,1482,100,7.016,0.8448,0.9834,0.0664,4.656,5.604,0.07,1273,0.9174,0.1637,IAB13 - Personal Finance,,finance,professionals,global,en,low,false,long-tail
index,www.buzzfeed.com,,MX,Web,Mobile,DISPLAY,300x600,1063,899,1031,2,4.9246,0.872,0.9699,0.0019,4.633,5.478,2.462,927,0.917,0.1674,IAB1 - Arts & Entertainment,IAB12 - News / Current Events,entertainment,young_adults,global,en,medium,false,premium
pubmatic,www.leboncoin.fr,,FR,Web,Desktop,DISPLAY,300x600,7191,5960,7093,35,37.3625,0.8403,0.9864,0.0049,5.196,6.269,1.068,6043,0.9161,0.1461,IAB22 - Shopping,IAB21 - Real Estate,shopping,mass_reach,national,fr,low,false,premium
kidoz,play.google.com,Merge Adventure: Travel Games,US,In-app,Mobile,VIDEO,1300x1280,1714,1259,1280,11,14.9531,0.9836,0.7468,0.0064,8.724,11.877,1.359,1686,0.9158,0.0771,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
