SUPPLY_SOURCE,DOMAIN,APP_NAME,DEVICE_TYPE,ENVIRONMENT,LINE_ITEM_TYPE,CREATIVE_SIZE,COUNTRY,IMPRESSIONS,VIEWABLE_IMPRESSIONS,MEASURABLE_IMPRESSIONS,VIEWABILITY,CLICKS,CLICK_THROUGH_RATE,TOTAL_SPEND_USD,ECPM_USD,VCPM_USD,ECPC_USD,VIDEO_COMPLETE_VIEWS,VIDEO_COMPLETION_RATE,effective_viewability,measurability_rate,cost_per_viewable_impression,quality_score,cost_efficiency_score,brand_safety_score,brand_safety_risk,iab_category,iab_category_secondary,content_type,audience_profile,placement_rationale_pl
index,www.programme-tv.net,,Mobile,Web,DISPLAY,320x100,FR,31285,27298,30285,90.14%,40,0.13%,21.325371,0.682,0.781,0.533,0,0.00%,0.8726,0.968,0.7812,0.906,0.0001,0.906,low,IAB1 - Arts & Entertainment,,entertainment,"mass_reach,young_adults,parents",Portal programu telewizyjnego docierający do ogółu widzów szukających informacji o emisjach i ramówkach kanałów.
rise,www.marmiton.org,,Mobile,Web,DISPLAY,300x600,FR,31003,19196,30831,62.26%,76,0.25%,51.327158,1.656,2.674,0.675,0,0.00%,0.6192,0.9945,2.6738,0.7506,0.0001,0.7506,low,IAB15 - Hobbies & Interests,IAB6 - Food & Drink,lifestyle,"mass_reach,parents,young_adults",Francuski portal kulinarny z przepisami i poradami przyciąga rodziców i domowych kucharzy szukających inspiracji.
index,www.tameteo.com,,Mobile,Web,DISPLAY,500x120,FR,30911,0,0,0.00%,249,0.81%,99.663657,3.224,0.0,0.4,0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,low,IAB15 - Weather,IAB17 - Sports,lifestyle,"mass_reach,young_adults",Portal pogodowy z informacjami meteorologicznymi dla szerokiej publiczności planującej aktywności.
adxbr,www.uai.com.br,,Mobile,Web,DISPLAY,320x100,BR,30695,24221,29809,81.25%,182,0.59%,35.431832,1.154,1.463,0.195,0,0.00%,0.7891,0.9711,1.4629,0.8528,0.0001,0.8528,low,IAB12 - News & Politics,,news,"mass_reach, professionals",Brazylijski serwis informacyjny stanowi zaufane źródło wiadomości dla lokalnej publiczności.
adxbr,www.tuasaude.com,,Mobile,Web,DISPLAY,320x50,BR,28528,26872,27783,96.72%,58,0.20%,26.798229,0.939,0.997,0.462,0,0.00%,0.942,0.9739,0.9973,0.9532,0.0001,0.9532,low,IAB7 - Health & Fitness,,health,"mass_reach,parents,young_adults","Brazylijski portal zdrowotny przyciąga użytkowników szukających informacji medycznych, porad fitness i artykułów o zdrowiu."
index,tendances.mariefrance.fr,,Mobile,Web,DISPLAY,300x600,FR,28454,16905,27964,60.45%,340,1.19%,141.193481,4.962,8.352,0.415,0,0.00%,0.5941,0.9828,8.3522,0.7301,0.0,0.7301,low,IAB18 - Style & Fashion,IAB15 - Family & Parenting,lifestyle,"parents, high_income, young_adults","Francuski magazyn mody i trendu dla kobiet, idealny dla marek beauty, fashion i lifestyle premium."
rp,oem.com.mx,,Mobile,Web,DISPLAY,300x250,MX,27940,18949,27112,69.89%,190,0.68%,90.105863,3.225,4.755,0.474,0,0.00%,0.6782,0.9704,4.7552,0.7805,0.0,0.7805,low,IAB3 - Business,,other,"professionals, high_income",Meksykański portal biznesowy kierowany do profesjonalistów zainteresowanych tematyką korporacyjną.
rp,www.laineygossip.com,,Mobile,Web,DISPLAY,300x250,US,26647,17344,26193,66.22%,56,0.21%,16.564314,0.622,0.955,0.296,0,0.00%,0.6509,0.983,0.955,0.7671,0.0002,0.5753,medium,IAB9 - Entertainment,IAB22 - Lifestyle,entertainment,"young_adults,mass_reach",Kanadyjski blog celebrycki i plotkarski przyciągający młodych odbiorców zainteresowanych rozrywką i kulturą pop.
index,play.google.com,Happy Color,Mobile,In-app,DISPLAY,728x90,SE,26560,26317,26335,99.93%,138,0.52%,172.549346,6.497,6.557,1.25,0,0.00%,0.9909,0.9915,6.5566,0.9911,0.0,0.9911,low,IAB18 - Technology & Computing,IAB20 - Video Gaming,gaming,"mass_reach, young_adults, tech_enthusiasts, students",Oficjalny sklep aplikacji Google przyciągający ogromny segment użytkowników urządzeń mobilnych szukających gier i aplikacji.
rp,www.womenshealthmag.com,,Mobile,Web,DISPLAY,300x250,GB,25943,14640,25706,56.95%,14,0.05%,85.909663,3.311,5.868,6.136,0,0.00%,0.5643,0.9909,5.8681,0.7136,0.0,0.7136,low,IAB14 - Health & Fitness,IAB18 - Style & Fashion,health,"young_adults, professionals, parents","Portal zdrowia i fitness dla kobiet dostarczający artykuły o wellness, kondycji i stylu życia."
sovrn,m.tuttojuve.com,,Mobile,Web,DISPLAY,300x250,IT,25198,4879,24843,19.64%,40,0.16%,9.382474,0.372,1.923,0.235,0,0.00%,0.1936,0.9859,1.923,0.4709,0.0003,0.4709,low,IAB16 - Sports,IAB19 - Entertainment,sports,"mass_reach, young_adults","Włoski fan-portal Juventus Turin przyciąga pasjonujących kibiców zainteresowanych aktualnościami, transferami i meczami drużyny."
ogury,www.solitalian.it,,Mobile,Web,DISPLAY,970x250,IT,24768,24393,24712,98.71%,324,1.31%,186.621553,7.535,7.651,0.576,0,0.00%,0.9849,0.9977,7.6506,0.9894,0.0,0.9894,low,IAB5 - Food & Drink,IAB8 - Food & Dining,lifestyle,"mass_reach,parents","Portal kulinarny z włoskim fokusem, idealny dla marek żywności włoskiej i gastronomicznych."
pubmatic,portal.abczdrowie.pl,,Mobile,Web,DISPLAY,320x50,PL,24198,22210,23303,95.31%,61,0.25%,67.535286,2.791,3.041,1.107,0,0.00%,0.9178,0.963,3.0408,0.9336,0.0,0.9336,low,IAB8 - Health & Fitness,,health,"mass_reach, professionals, parents",Portal zdrowotny z wiarygodną zawartością medyczną przyciąga osoby zainteresowane profilaktyką i poradami zdrowotnymi.
rp,www.borsonline.hu,,Desktop,Web,DISPLAY,300x250,HU,23738,17858,23428,76.23%,13,0.05%,11.533606,0.486,0.646,0.887,0,0.00%,0.7523,0.9869,0.6459,0.8344,0.0002,0.8344,low,IAB12 - News & Politics,,news,"mass_reach, professionals",Węgierska gazeta online o tradycji i wiarygodności dociera do szerokich mas czytelników.
pubmatic,revistaquem.globo.com,,Desktop,Web,DISPLAY,300x250,BR,23699,14331,23385,61.28%,58,0.24%,37.840678,1.597,2.64,0.652,0,0.00%,0.6047,0.9868,2.6405,0.7384,0.0001,0.7384,low,IAB14 - Entertainment,IAB18 - Lifestyle,entertainment,"mass_reach, young_adults, high_income","Magazyn celebrycki o szerokim zasięgu publikujący artykuły o gwiezdach, modzie i kulturze masowej."
adx,www.krstarica.com,,Mobile,Web,DISPLAY,320x100,RS,23439,21642,23137,93.54%,168,0.72%,47.479987,2.026,2.194,0.283,0,0.00%,0.9233,0.9871,2.1939,0.9456,0.0,0.7092,medium,IAB12 - News & Politics,IAB17 - Sports,news,mass_reach,Chorwacki serwis informacyjny z treściami informacyjnymi i sportowymi dla lokalnej publiczności.
adx,pink.rs,,Desktop,Web,VIDEO,1300x1280,RS,23272,20807,22727,91.55%,32,0.14%,190.327797,8.178,9.147,5.948,20273,87.11%,0.8941,0.9766,9.1473,0.923,0.0,0.0,high,IAB14 - Society,IAB12 - News & Politics,entertainment,"mass_reach, young_adults","Serbski portal plotkarski i rozrywkowy o szerokim zasięgu, jednak o wysokim ryzyku dla brand safety z powodu kontrowersyjnych treści."
rp,www.dailymotion.com,,Desktop,Web,DISPLAY,250x250,AT,23128,20326,23002,88.37%,9,0.04%,7.145519,0.309,0.352,0.794,0,0.00%,0.8788,0.9946,0.3515,0.9193,0.0003,0.6895,medium,IAB11 - Entertainment,,entertainment,"mass_reach, young_adults","Globalna platforma video user-generated, oferująca masowy zasięg ale wymagająca careful placement ze względu na UGC."
opera,www.ogol.com.br,,Mobile,Web,DISPLAY,970x250,BR,22823,18524,21756,85.14%,103,0.45%,33.940682,1.487,1.832,0.33,0,0.00%,0.8116,0.9532,1.8323,0.8612,0.0001,0.8612,low,IAB9 - Sports,,sports,"mass_reach, young_adults","Brazylijski portal sportowy przyciąga fanów piłki nożnej i sportu zainteresowanych zawodami, wynikami i analizą sportową."
onetag,prosport.ro,,Mobile,Web,DISPLAY,970x250,RO,22014,13664,21500,63.55%,6,0.03%,3.110271,0.141,0.228,0.518,0,0.00%,0.6207,0.9767,0.2276,0.7453,0.0007,0.7453,low,IAB17 - Sports,,sports,"mass_reach, young_adults, professionals",Rumuński portal sportowy przyciąga fanów sportu zainteresowanych wiadomościami z piłki nożnej i innych dyscyplin.
adx,www.gazetaprawna.pl,,Mobile,Web,VIDEO,1300x1280,PL,21981,20387,21866,93.24%,193,0.88%,127.297087,5.791,6.244,0.66,15302,69.61%,0.9275,0.9948,6.244,0.9511,0.0,0.9511,low,IAB13 - Business & Finance,IAB12 - News & Politics,finance,"professionals, high_income","Portal prasowy specjalizujący się w prawie biznesowym, dla profesjonalistów i przedsiębiorców."
pubmatic,mail01.orange.fr,,Desktop,Web,DISPLAY,300x600,FR,21631,18176,21567,84.28%,16,0.07%,23.075877,1.067,1.27,1.442,0,0.00%,0.8403,0.997,1.2696,0.8951,0.0001,0.8951,low,IAB3 - Business & Finance,,other,"mass_reach, professionals, parents","Französki e-mail-Portal des Telekommunikationsanbieters Orange erreicht ein großes, breites Publikum."
adxbr,filmow.com,,Desktop,Web,DISPLAY,970x250,BR,20249,11983,18960,63.20%,70,0.35%,23.916043,1.181,1.996,0.342,0,0.00%,0.5918,0.9363,1.9958,0.7124,0.0001,0.7124,low,IAB1 - Arts & Entertainment,,entertainment,"mass_reach, young_adults",Platforma agregująca treści filmowe przyciąga publiczność pasjonującą się kinem i szukającą rekomendacji produkcji.
onetag,gazzetta.it,,Mobile,Web,DISPLAY,970x250,IT,20144,19044,19888,95.76%,20,0.10%,15.355748,0.762,0.806,0.768,0,0.00%,0.9454,0.9873,0.8063,0.9601,0.0001,0.9601,low,IAB17 - Sports,IAB12 - News & Politics,sports,"mass_reach, professionals, young_adults",Włoska Gazzetta dello Sport przyciąga fanów piłki nożnej i sportu z szerokich mas zainteresowanych informacjami sportowymi.
mgid,www.fogaonet.com,,Mobile,Web,DISPLAY,300x250,BR,20117,10113,19767,51.16%,39,0.19%,8.965007,0.446,0.886,0.23,0,0.00%,0.5027,0.9826,0.8865,0.6707,0.0002,0.6707,low,IAB8 - Food & Drink,IAB19 - Home & Garden,lifestyle,"mass_reach, parents, young_adults",Portal poświęcony kuchni i gotowaniu przyciąga osoby zainteresowane przepisami i sprzętem kuchennym.
inmobi,auto.dziennik.pl,,Mobile,Web,DISPLAY,320x100,PL,20048,4385,19869,22.07%,10,0.05%,34.606187,1.726,7.892,3.461,0,0.00%,0.2187,0.9911,7.8919,0.489,0.0001,0.489,low,IAB9 - Hobbies & Interests,IAB2 - Automotive,automotive,"professionals, high_income, mass_reach",Serwis motoryzacyjny polski przyciągający fanów i nabywców pojazdów zainteresowanych nowinkami branży.
adx,www.mydealz.de,,Desktop,Web,DISPLAY,300x600,DE,20034,16237,19862,81.75%,1303,6.50%,903.589058,45.103,55.65,0.693,0,0.00%,0.8105,0.9914,55.65,0.8738,0.0,0.8738,low,IAB20 - Real Estate,IAB18 - Shopping,lifestyle,"young_adults, professionals, high_income","Portal dealów i promocji dla konsumentów poszukujących okazji zakupowych, idealny dla marek retail i e-commerce."
rp,www.elmundo.es,,Mobile,Web,DISPLAY,320x100,ES,19850,14924,19345,77.15%,60,0.30%,56.641759,2.853,3.795,0.944,0,0.00%,0.7518,0.9746,3.7953,0.8298,0.0,0.8298,low,IAB12 - News & Politics,IAB13 - Events & Happenings,news,"mass_reach, professionals","Jeden z głównych dzienników Hiszpanii o ogromnym zasięgu, gwarantujący bezpieczne umieszczenie dla marek poszukujących reach wśród dorosłych."
adxbr,www.climatempo.com.br,,Desktop,Web,VIDEO,1300x1280,BR,19825,16020,18533,86.44%,17,0.09%,166.340522,8.39,10.383,9.785,14975,75.54%,0.8081,0.9348,10.3833,0.8524,0.0,0.8524,low,IAB10 - Technology & Computing,,technology,"mass_reach, professionals",Brazylijski serwis meteorologiczny dostarczający prognozy pogody i dane klimatyczne dla szerokiej publiczności.
sas,quatrorodas.abril.com.br,,Mobile,Web,DISPLAY,320x100,BR,19644,18396,19395,94.85%,85,0.43%,26.202868,1.334,1.424,0.308,0,0.00%,0.9365,0.9873,1.4244,0.9543,0.0001,0.9543,low,IAB18 - Automotive,,automotive,"professionals, high_income, young_adults, mass_reach",Wiodący brazylijski magazyn motoryzacyjny przyciąga entuzjastów samochodów i potencjalnych nabywców z wyższą siłą nabywczą.
adxbr,portaldozacarias.com.br,,Mobile,Web,DISPLAY,300x250,BR,19170,10388,18634,55.75%,30,0.16%,4.229787,0.221,0.407,0.141,0,0.00%,0.5419,0.972,0.4072,0.6924,0.0005,0.5193,medium,IAB1 - Arts & Entertainment,IAB9 - Hobbies & Interests,entertainment,"mass_reach, young_adults",Portal rozrywkowy z dużym zasięgiem w Brazylii przyciąga młodszą audytorię zainteresowaną pop-culturą i celebrytami.
sas,ge.globo.com,,Desktop,Web,DISPLAY,300x600,BR,18680,15182,18481,82.15%,304,1.63%,58.550332,3.134,3.857,0.193,0,0.00%,0.8127,0.9893,3.8566,0.8745,0.0,0.8745,low,IAB17 - Sports,IAB12 - News & Politics,sports,"mass_reach, professionals, young_adults",Brazylijski portal sportowy Globo Esporte przyciąga zaangażowaną społeczność kibiców szukających wiadomości o piłce nożnej.
adx,www.gsmmaniak.pl,,Mobile,Web,DISPLAY,300x600,PL,18293,15051,18156,82.90%,52,0.28%,55.234736,3.019,3.67,1.062,0,0.00%,0.8228,0.9925,3.6698,0.8822,0.0,0.8822,low,IAB19 - Technology & Computing,,technology,"tech_enthusiasts, young_adults","Polski serwis techniczny specjalizujący się w smartfonach, recenzjach i nowościach technicznych."
pubmatic,www.wnp.pl,,Mobile,Web,DISPLAY,320x100,PL,18107,15025,17775,84.53%,246,1.36%,104.230665,5.756,6.937,0.424,0,0.00%,0.8298,0.9817,6.9371,0.883,0.0,0.883,low,IAB12 - News & Politics,IAB7 - Business,news,"professionals, high_income",Polski portal biznesowo-informacyjny skierowany do profesjonalistów śledzących gospodarkę i politykę.
adx,as.com,,Desktop,Web,DISPLAY,300x600,ES,17485,13051,17166,76.03%,11,0.06%,20.459974,1.17,1.568,1.86,0,0.00%,0.7464,0.9818,1.5677,0.8288,0.0001,0.8288,low,IAB17 - Sports,IAB12 - News & Politics,sports,"mass_reach, young_adults",Wiodący portal sportowy z bogatą publicznością zainteresowaną aktualnościami piłkarskimi i sportowymi.
prebid,wpolityce.pl,,Mobile,Web,DISPLAY,300x600,PL,17477,8683,17191,50.51%,47,0.27%,24.597944,1.407,2.833,0.523,0,0.00%,0.4968,0.9836,2.8329,0.6672,0.0001,0.5004,medium,IAB12 - News & Politics,,news,"professionals,high_income,mass_reach",Polski portal polityczny dostarczający analityczne i opiniotwórcze treści dla odbiorców zainteresowanych polityką.
wpsspexternal,wiadomosci.gazeta.pl,,Desktop,Web,DISPLAY,728x90,PL,17211,16995,17077,99.52%,0,0.00%,2.996642,0.174,0.176,0.0,0,0.00%,0.9874,0.9922,0.1763,0.9891,0.0006,0.9891,low,IAB12 - News & Politics,,news,"mass_reach,professionals,high_income",Największy polski portal informacyjny z milionami czytelników szukających wiadomości bieżących i analiz.
appnexus,www.msn.com,,Desktop,Web,DISPLAY,728x90,PT,16804,12320,16649,74.00%,13,0.08%,13.439019,0.8,1.091,1.034,0,0.00%,0.7332,0.9908,1.0908,0.8234,0.0001,0.8234,low,IAB12 - News & Politics,IAB19 - Technology & Computing,news,"mass_reach, professionals, tech_enthusiasts",Portal informacyjny o zasięgu globalnym ze zróżnicowaną zawartością wiadomości i technologii dla szerokich grup odbiorców.
pubmatic,www.fogaonet.com,,Mobile,Web,DISPLAY,336x280,BR,16400,11265,16094,70.00%,45,0.27%,21.136888,1.289,1.876,0.47,0,0.00%,0.6869,0.9813,1.8763,0.7899,0.0001,0.7899,low,IAB8 - Food & Drink,IAB19 - Home & Garden,lifestyle,"mass_reach, parents, young_adults",Portal poświęcony kuchni i gotowaniu przyciąga osoby zainteresowane przepisami i sprzętem kuchennym.
pubmatic,veja.abril.com.br,,Mobile,Web,DISPLAY,336x280,BR,16268,11750,16016,73.36%,43,0.26%,23.207606,1.427,1.975,0.54,0,0.00%,0.7223,0.9845,1.9751,0.8141,0.0001,0.8141,low,IAB12 - News & Politics,IAB14 - Society,news,"mass_reach,professionals,high_income","Wiodący brazylijski tygodnik informacyjny o zasięgu krajowym z wymaganą edukacją odbiorców, idealny dla marek premium."
adxbr,www.radio-en-vivo.mx,,Desktop,Web,DISPLAY,970x90,MX,16221,14926,15749,94.77%,3,0.02%,11.883606,0.733,0.796,3.961,0,0.00%,0.9202,0.9709,0.7962,0.9379,0.0001,0.9379,low,IAB13 - Music,,entertainment,"mass_reach, young_adults",Meksykańska platforma radia online przyciąga słuchaczy muzyki i treści audiowych w języku hiszpańskim.
sovrn,nacionalloteria.mundodeportivo.com,,Mobile,Web,DISPLAY,320x50,ES,16101,14413,15601,92.39%,38,0.24%,15.50846,0.963,1.076,0.408,0,0.00%,0.8952,0.9689,1.076,0.921,0.0001,0.6907,medium,IAB16 - Sports,IAB18 - Personal Finance,sports,"mass_reach, high_income, professionals","Serwis łączący loterię narodową z treściami sportowymi w ramach Mundo Deportivo, docierający do fanów sportu zainteresowanych grami hazardowymi."
triplelift,www.msn.com,,Desktop,Web,DISPLAY,728x90,PL,16044,9787,15845,61.77%,49,0.31%,28.039532,1.748,2.865,0.572,0,0.00%,0.61,0.9876,2.865,0.7422,0.0001,0.7422,low,IAB12 - News & Politics,IAB19 - Technology & Computing,news,"mass_reach, professionals, tech_enthusiasts",Portal informacyjny o zasięgu globalnym ze zróżnicowaną zawartością wiadomości i technologii dla szerokich grup odbiorców.
pubmatic,www.wattpad.com,,Mobile,Web,DISPLAY,300x250,DE,16001,11229,15561,72.16%,46,0.29%,12.032922,0.752,1.072,0.262,0,0.00%,0.7018,0.9725,1.0716,0.7965,0.0001,0.7965,low,IAB3 - Books & Literature,IAB17 - Music & Audio,entertainment,"mass_reach, young_adults, students",Globalna platforma społeczna dla pisarzy i czytelników z ogromnym zaangażowaniem młodej publiczności.
adxbr,www.buholegal.com,,Mobile,Web,DISPLAY,320x100,MX,15937,13522,14852,91.04%,128,0.80%,68.492398,4.298,5.065,0.535,0,0.00%,0.8485,0.9319,5.0653,0.8777,0.0,0.8777,low,IAB13 - Finance,IAB3 - Business,finance,"professionals, high_income",Serwis poświęcony księgowości i prawu biznesu dociera do profesjonalistów z branży finansowej.
medianet,www.mirror.co.uk,,Desktop,Web,DISPLAY,300x600,GB,15887,7217,15587,46.30%,10,0.06%,11.661407,0.734,1.616,1.166,0,0.00%,0.4543,0.9811,1.6158,0.6387,0.0001,0.479,medium,IAB20 - News & Politics,IAB1 - Arts & Entertainment,news,"mass_reach, young_adults",Brytyjskie tabloidy o szerokim zasięgu przyciąga masową publiczność zainteresowaną celebrytami i wiadomościami sensacyjnymi.
rp,revistamarieclaire.globo.com,,Desktop,Web,DISPLAY,300x250,BR,15556,10830,15335,70.62%,109,0.70%,26.566649,1.708,2.453,0.244,0,0.00%,0.6962,0.9858,2.4531,0.7976,0.0001,0.7976,low,IAB18 - Lifestyle,IAB14 - Entertainment,lifestyle,"young_adults, parents, high_income","Prestiżowy magazyn kobiecy publikujący treści o modzie, piękności i stylu życia dla kobiet o wysokim dochodzie."
openx,finanse.wp.pl,,Desktop,Web,VIDEO,1300x1280,PL,15428,13457,15270,88.13%,13,0.08%,96.307015,6.242,7.157,7.408,10254,66.46%,0.8722,0.9898,7.1566,0.9134,0.0,0.9134,low,IAB18 - Personal Finance & Investing,,finance,"professionals, high_income","Sekcja finansowa dużego portalu zajmuje się inwestycjami, bankowością i doradzstwem finansowym dla zamożnych użytkowników."
adx,www.eska.pl,,Mobile,Web,DISPLAY,300x600,PL,15245,10274,14973,68.62%,43,0.28%,31.718334,2.081,3.087,0.738,0,0.00%,0.6739,0.9822,3.0872,0.7818,0.0,0.7818,low,IAB19 - Music & Audio,IAB7 - Family & Parenting,entertainment,"mass_reach, young_adults, students","Polski portal radiowo-muzyczny z dużym zasięgiem wśród młodszej publiczności, idealny dla marek skierowanych do nastolatków i młodych dorosłych."
pubmatic,www.devonlive.com,,Mobile,Web,DISPLAY,320x100,GB,15170,6522,14461,45.10%,84,0.55%,22.597781,1.49,3.465,0.269,0,0.00%,0.4299,0.9533,3.4649,0.6131,0.0001,0.6131,low,IAB12 - News & Politics,,news,mass_reach,"Regionalny serwis informacyjny Devon z lokalnym newsem, bezpieczny dla kampanii lokalnych i regionalnych marek."
adx,www.schadeautos.nl,,Mobile,Web,DISPLAY,336x280,PL,15061,9624,14474,66.49%,27,0.18%,16.78811,1.115,1.744,0.622,0,0.00%,0.639,0.961,1.7444,0.7517,0.0001,0.7517,low,IAB2 - Automotive,IAB3 - Business,automotive,"mass_reach, high_income","Holenderska platforma handlu samochodami uszkodzonymi i do naprawy, przyciągająca profesjonalistów i hobby mechaników."
taboola,www.independent.co.uk,,Mobile,Web,DISPLAY,320x50,GB,15004,9973,14914,66.87%,9,0.06%,35.984727,2.398,3.608,3.998,0,0.00%,0.6647,0.994,3.6082,0.78,0.0,0.78,low,IAB12 - News & Politics,,news,"professionals, mass_reach","Prestiżowe brytyjskie medium niezależne o wysokiej wiarygodności i zaangażowanej, wykształconej widowni."
adx,www.hitpraca.pl,,Mobile,Web,DISPLAY,300x600,PL,14881,11973,14339,83.50%,353,2.37%,185.454346,12.462,15.489,0.525,0,0.00%,0.8046,0.9636,15.4894,0.8602,0.0,0.8602,low,IAB3 - Business,IAB18 - Shopping,other,"professionals,young_adults,students",Polski portal ogłoszeń pracowniczych przyciągający kandydatów szukających pracy i pracodawców szukających talentów.
pubmatic,www.20min.ch,,Mobile,Web,DISPLAY,300x600,DE,14737,9851,14643,67.27%,50,0.34%,22.633315,1.536,2.298,0.453,0,0.00%,0.6685,0.9936,2.2976,0.7823,0.0001,0.7823,low,IAB12 - News & Politics,IAB12-1 - Breaking News,news,"mass_reach,professionals",Szwajcarski portal informacyjny o dużym zasięgu z wiarygodną zawartością newsową dla marek mainstream.
rp,www.menshealth.com,,Mobile,Web,DISPLAY,300x250,GB,14260,10397,14210,73.17%,11,0.08%,3.787442,0.266,0.364,0.344,0,0.00%,0.7291,0.9965,0.3643,0.8227,0.0004,0.8227,low,IAB7 - Health & Fitness,IAB19 - Technology & Computing,health,"young_adults, professionals, males","Portal zdrowia dla mężczyzn z wysokiej klasy odbierającymi zainteresowanymi fitnessem, medycyną i stylem życia."
adx,kobieta.wp.pl,,Mobile,Web,VIDEO,1300x1280,PL,14250,12754,14171,90.00%,40,0.28%,95.698095,6.716,7.503,2.392,10469,73.47%,0.895,0.9945,7.5034,0.9298,0.0,0.9298,low,IAB19 - Lifestyle,,lifestyle,"mass_reach,young_adults,parents","Polski serwis lifestylowy Wirtualnej Polski skierowany do kobiet z treściami o urodzie, zdrowiu i relacjach."
index,www.letras.mus.br,,Mobile,Web,DISPLAY,320x50,BR,14073,12805,13910,92.06%,16,0.11%,21.235173,1.509,1.658,1.327,0,0.00%,0.9099,0.9884,1.6584,0.9374,0.0001,0.9374,low,IAB11 - Music & Audio,IAB9 - Hobbies & Interests,entertainment,"young_adults,mass_reach",Brazylijski serwis tekstów piosenek i danych muzycznych przyciągający fanów muzyki online.
