SUPPLY_SOURCE,DOMAIN,APP_NAME,DEVICE_TYPE,ENVIRONMENT,LINE_ITEM_TYPE,CREATIVE_SIZE,COUNTRY,IMPRESSIONS,VIEWABLE_IMPRESSIONS,MEASURABLE_IMPRESSIONS,VIEWABILITY,CLICKS,CLICK_THROUGH_RATE,TOTAL_SPEND_USD,ECPM_USD,VCPM_USD,ECPC_USD,VIDEO_COMPLETE_VIEWS,VIDEO_COMPLETION_RATE,effective_viewability,measurability_rate,cost_per_viewable_impression,quality_score,cost_efficiency_score,brand_safety_score,brand_safety_risk,iab_category,iab_category_secondary,content_type,audience_profile,placement_rationale_pl
triplelift,blitz.gg,,Desktop,Web,DISPLAY,970x90,ES,52515,52374,52492,99.78%,32,0.06%,5.861755,0.112,0.112,0.183,0,0.00%,0.9973,0.9996,0.1119,0.9987,0.0015,0.9987,low,IAB20 - Games,,gaming,"young_adults, tech_enthusiasts",Platforma esportowa i gamingowa dociera do młodej publiczności zainteresowanej grami elektronicznymi.
adx,www.femcafe.hu,,Mobile,Web,DISPLAY,336x280,HU,52102,41968,50651,82.86%,1,0.00%,0.670018,0.013,0.016,0.670,0,0.00%,0.8055,0.9722,0.016,0.9004,0.0103,0.9004,low,IAB19 - Pop Culture,IAB16 - Hobbies & Interests,lifestyle,"young_adults, mass_reach","Portal lifestylowy przyciąga kobiety zainteresowane modą, urodą i kulturą pop."
adx,www.medonet.pl,,Mobile,Web,DISPLAY,300x600,PL,51695,37607,50279,74.80%,192,0.37%,141.721803,2.741,3.768,0.738,0,0.00%,0.7275,0.9726,3.7685,0.8603,0.0,0.8603,low,IAB7 - Health & Fitness,,health,"mass_reach, professionals, parents",Polski portal zdrowotny - doskonały dla branży farmaceutycznej i wellness.
connectad,tendances.mariefrance.fr,,Mobile,Web,DISPLAY,970x250,FR,51113,46643,50238,92.84%,149,0.29%,80.588889,1.577,1.728,0.541,0,0.00%,0.9125,0.9829,1.7278,0.9556,0.0001,0.9556,low,IAB17 - Style & Fashion,,lifestyle,"mass_reach, young_adults","Magazyn trendów dla francuskich kobiet zainteresowanych modą, pięknem i stylem życia."
adxbr,diariodepernambuco.com.br,,Mobile,Web,DISPLAY,336x280,BR,50853,38329,49358,77.66%,212,0.42%,48.175366,0.947,1.257,0.227,0,0.00%,0.7537,0.9706,1.2569,0.8736,0.0001,0.8736,low,IAB12 - News & Politics,,news,mass_reach,Gazeta z Pernambuco przyciąga lokalnych czytników zainteresowanych wiadomościami z regionu.
openx,www.nemzetisport.hu,,Mobile,Web,DISPLAY,320x100,HU,49668,42106,48820,86.25%,16,0.03%,9.050875,0.182,0.215,0.566,0,0.00%,0.8477,0.9829,0.215,0.9227,0.0008,0.9227,low,IAB17 - Sports,IAB12 - News & Politics,sports,"mass_reach, young_adults",Węgierski portal sportowy dla fanów lokalnych i międzynarodowych.
sovrn,sudoku.com,,Desktop,Web,DISPLAY,300x250,GB,49541,42444,49140,86.37%,28,0.06%,36.726599,0.741,0.865,1.312,0,0.00%,0.8567,0.9919,0.8653,0.9278,0.0002,0.9278,low,IAB20 - Video Gaming,,gaming,mass_reach,Serwis gier planszowych dla szerokiej publiczności szukającej intelektualnej rozrywki.
appnexus,noticiasdatv.uol.com.br,,Mobile,Web,DISPLAY,970x250,BR,49435,47008,48642,96.64%,165,0.33%,79.230096,1.603,1.685,0.480,0,0.00%,0.9509,0.984,1.6855,0.9752,0.0001,0.9752,low,IAB12 - News & Politics,IAB14 - Entertainment,news,"mass_reach, young_adults",Wiadomości telewizyjne docierają do szerokich mas zainteresowanych branżą medialną.
sovrn,www.20minutos.es,,Desktop,Web,DISPLAY,970x90,ES,48971,38993,48318,80.70%,93,0.19%,28.667191,0.585,0.735,0.308,0,0.00%,0.7962,0.9867,0.7352,0.8969,0.0002,0.8969,low,IAB12 - News & Politics,,news,mass_reach,"Hiszpański portal informacyjny, dobry dla marek chcących reach'u w Iberii."
adx,www.birminghammail.co.uk,,Mobile,Web,DISPLAY,300x250,GB,46490,28578,44028,64.91%,135,0.29%,124.004275,2.667,4.339,0.919,0,0.00%,0.6147,0.947,4.3392,0.798,0.0,0.798,low,IAB12 - News & Politics,,news,mass_reach,Lokalna gazeta - dostęp do mieszkańców Birmingham zainteresowanych wiadomościami regionalnymi.
adx,rozklad-pkp.pl,,Desktop,Web,DISPLAY,728x90,PL,46411,40757,45713,89.16%,4,0.01%,8.486553,0.183,0.208,2.122,0,0.00%,0.8782,0.985,0.2082,0.9383,0.0008,0.9383,low,IAB20 - Travel,,travel,"mass_reach, young_adults","Rozkład jazdy pociągów PKP, idealny dla marek turystycznych i usług transportu."
adx,smaker.pl,,Mobile,Web,DISPLAY,336x280,PL,45536,29634,44478,66.63%,106,0.23%,124.027891,2.724,4.185,1.170,0,0.00%,0.6508,0.9768,4.1853,0.8216,0.0,0.8216,low,IAB8 - Food & Drink,,lifestyle,"mass_reach, parents","Serwis kuliniczny z przepisami dla całych rodzin, doskonały dla marek żywności."
adxbr,revistaoeste.com,,Mobile,Web,DISPLAY,300x250,BR,45398,37854,43670,86.68%,474,1.04%,74.338363,1.637,1.964,0.157,0,0.00%,0.8338,0.9619,1.9638,0.9143,0.0001,0.9143,low,IAB12 - News & Politics,,news,"professionals, high_income","Magazyn informacyjno-polemiczny, docierający do inteligencji biznesu i elit."
triplelift,www.msn.com,,Desktop,Web,DISPLAY,300x600,US,44845,39680,44722,88.73%,59,0.13%,140.056139,3.123,3.530,2.374,0,0.00%,0.8848,0.9973,3.5296,0.9423,0.0,0.9423,low,IAB12 - News & Politics,IAB14 - Entertainment,news,mass_reach,Globalny portal informacyjny z ogromnym zasięgiem i zaufaniem użytkowników.
medianet,tendances.mariefrance.fr,,Mobile,Web,DISPLAY,300x600,FR,44365,30815,43543,70.77%,211,0.48%,92.984821,2.096,3.018,0.441,0,0.00%,0.6946,0.9815,3.0175,0.8446,0.0001,0.8446,low,IAB17 - Style & Fashion,,lifestyle,"mass_reach, young_adults","Magazyn trendów dla francuskich kobiet zainteresowanych modą, pięknem i stylem życia."
rp,www.terra.com.br,,Desktop,Web,DISPLAY,300x250,BR,44199,27848,43714,63.70%,181,0.41%,89.522174,2.025,3.215,0.495,0,0.00%,0.6301,0.989,3.2147,0.813,0.0001,0.813,low,IAB12 - News & Politics,IAB19 - Technology & Computing,news,"mass_reach, professionals",Brazylijski portal informacyjno-techniczny docierający do milionów użytkowników z bieżącymi wiadomościami.
adxbr,www.informacidade.com.br,,Mobile,Web,DISPLAY,336x280,BR,43985,33633,42064,79.96%,173,0.39%,56.455315,1.284,1.679,0.326,0,0.00%,0.7646,0.9563,1.6786,0.878,0.0001,0.878,low,IAB12 - News & Politics,IAB14 - Society,news,"mass_reach, young_adults",Brazylijski serwis informacyjny dociera do lokalnych odbiorców zainteresowanych wiadomościami z miast.
adx,mail01.orange.fr,,Desktop,Web,DISPLAY,300x600,FR,43605,40112,43316,92.60%,50,0.11%,76.062804,1.744,1.896,1.521,0,0.00%,0.9199,0.9934,1.8963,0.9597,0.0001,0.9597,low,IAB18 - Technology & Computing,,technology,"mass_reach, professionals",Usługa webmail operatora dla francuskich użytkowników korzystających z poczt elektronicznych.
adx,www.leboncoin.fr,,Desktop,Web,DISPLAY,970x250,FR,42992,24287,41364,58.72%,62,0.14%,86.844978,2.020,3.576,1.401,0,0.00%,0.5649,0.9621,3.5758,0.7746,0.0,0.7746,low,IAB18 - Shopping,,shopping,"mass_reach, high_income",Francuski serwis ogłoszeń; idealna baza dla sprzedawców i marek e-commerce na rynku francuskim.
pubmatic,oantagonista.com.br,,Mobile,Web,DISPLAY,300x600,BR,42705,33019,41431,79.70%,220,0.52%,56.982704,1.334,1.726,0.259,0,0.00%,0.7732,0.9702,1.7258,0.8836,0.0001,0.8836,low,IAB12 - News & Politics,,news,"mass_reach, professionals",Portal polityczny dociera do zainteresowanych sytuacją polityczną i społeczną Brazylii.
outbrain,nypost.com,,Mobile,Web,DISPLAY,300x250,US,42167,3969,40578,9.78%,12,0.03%,47.532338,1.127,11.976,3.961,0,0.00%,0.0941,0.9623,11.9759,0.5301,0.0,0.5301,medium,IAB12 - News & Politics,,news,"mass_reach, professionals",Prestiżowa gazeta nowojorska dociera do wykształconych i zainteresowanych wielbicieli newsów.
triplelift,amomama.es,,Mobile,Web,DISPLAY,320x480,ES,41689,33307,41242,80.76%,99,0.24%,16.361852,0.392,0.491,0.165,0,0.00%,0.7989,0.9893,0.4912,0.8984,0.0003,0.8984,low,IAB8 - Family & Parenting,IAB14 - Society,parenting,"parents, mass_reach","Portal dla rodziców, atrakcyjny dla marek FMCG, edukacji i rozwoju dziecka."
adx,sport.interia.pl,,Desktop,Web,DISPLAY,970x250,PL,40351,27287,39564,68.97%,9,0.02%,7.152140,0.177,0.262,0.795,0,0.00%,0.6762,0.9805,0.2621,0.8351,0.0006,0.8351,low,IAB17 - Sports,,sports,mass_reach,Główny serwis sportowy dla masowej polskiej publiczności interesującej się sportem.
opera,ndmais.com.br,,Mobile,Web,DISPLAY,160x600,BR,40251,31058,39570,78.49%,113,0.28%,54.539756,1.355,1.756,0.483,0,0.00%,0.7716,0.9831,1.7561,0.884,0.0001,0.884,low,IAB12 - News & Politics,,news,"mass_reach, professionals",Portal informacyjny dociera do szerokich mas zainteresowanych wiadomościami lokalnymi.
adx,sante.journaldesfemmes.fr,,Mobile,Web,DISPLAY,300x600,FR,38785,24535,37507,65.41%,180,0.46%,102.666948,2.647,4.185,0.570,0,0.00%,0.6326,0.967,4.1845,0.8105,0.0,0.8105,low,IAB7 - Health & Fitness,,health,"mass_reach, parents","Serwis zdrowotny dla kobiet, idealny dla marek farmaceutycznych i wellness."
pubmatic,www.tudogostoso.com.br,,Mobile,Web,DISPLAY,320x100,BR,38678,28896,38036,75.97%,128,0.33%,60.953382,1.576,2.109,0.476,0,0.00%,0.7471,0.9834,2.1094,0.8716,0.0001,0.8716,low,IAB9 - Hobbies & Interests,IAB8 - Food & Drink,lifestyle,"mass_reach, parents, young_adults","Portal kulinaria, atrakcyjny dla marek spożywczych i artykułów gospodarstwa domowego."
onetag,tech.wp.pl,,Mobile,Web,DISPLAY,728x90,PL,38131,35773,37540,95.29%,42,0.11%,15.415509,0.404,0.431,0.367,0,0.00%,0.9382,0.9845,0.4309,0.9687,0.0004,0.9687,low,IAB19 - Technology & Computing,,technology,"professionals, tech_enthusiasts",Serwis technologiczny dla profesjonalistów i entuzjastów zainteresowanych innowacjami.
rp,www.accuweather.com,,Mobile,Web,DISPLAY,300x250,RS,37895,32691,37346,87.54%,65,0.17%,75.884603,2.002,2.321,1.167,0,0.00%,0.8627,0.9855,2.3213,0.9304,0.0001,0.9304,low,IAB17 - Weather,,other,mass_reach,"Globalny serwis pogodowy, idealny dla marek tourism, fashion i automotive."
sovrn,go.hyundai-forums.com,,Mobile,Web,DISPLAY,336x280,BR,37439,33638,36893,91.18%,233,0.62%,53.173605,1.420,1.581,0.228,0,0.00%,0.8985,0.9854,1.5808,0.9486,0.0001,0.9486,low,IAB16 - Automotive,,automotive,"professionals, high_income, young_adults","Forum Hyundaia przyciąga posiadaczy i entuzjastów marek, idealnie dla reklam motoryzacyjnych."
sovrn,www.radio-ao-vivo.com,,Desktop,Web,DISPLAY,336x280,BR,36988,33016,36575,90.27%,29,0.08%,43.951576,1.188,1.331,1.516,0,0.00%,0.8926,0.9888,1.3312,0.9457,0.0001,0.9457,low,IAB11 - Entertainment,,entertainment,mass_reach,Serwis radiowy online dociera do słuchaczy muzyki i programów rozrywkowych całego dnia.
sovrn,www.dailystar.co.uk,,Mobile,Web,DISPLAY,320x50,GB,35739,26349,34861,75.58%,100,0.28%,39.351475,1.101,1.493,0.394,0,0.00%,0.7373,0.9754,1.4935,0.8656,0.0001,0.8656,low,IAB12 - News & Politics,IAB8 - Entertainment,news,"mass_reach, young_adults","Tabloid skierowany do młodej publiczności, efektywny dla kampanii konsumenckiej."
amazon,www.webmotors.com.br,,Desktop,Web,DISPLAY,160x600,BR,35389,30571,34639,88.26%,419,1.18%,56.526343,1.597,1.849,0.135,0,0.00%,0.8639,0.9788,1.849,0.9307,0.0001,0.9307,low,IAB2 - Automotive,IAB22 - Shopping,automotive,"professionals, high_income",Portal motoryzacyjny z analizami i ofertami samochodów dla zainteresowanych nabywców.
rp,www.chillizet.pl,,Mobile,Web,DISPLAY,970x250,PL,35013,33042,34398,96.06%,202,0.58%,114.260729,3.263,3.458,0.566,0,0.00%,0.9437,0.9824,3.458,0.9715,0.0,0.9715,low,IAB9 - Hobbies & Interests,IAB1 - Arts & Entertainment,entertainment,"young_adults, students",Portal rozrywki i hobby dla młodej polskiej publiczności szukającej treści lifestylowych i rozrywkowych.
prebid,ludzie.fakt.pl,,Desktop,Web,DISPLAY,300x600,PL,33789,24896,33344,74.66%,7,0.02%,6.238840,0.185,0.251,0.891,0,0.00%,0.7368,0.9868,0.2506,0.8667,0.0007,0.8667,low,IAB12 - News & Politics,IAB13 - Celebrity & Entertainment News,news,"mass_reach, young_adults",Portal z wiadomościami i artykułami lifestylowymi dla szerokiej publiki polskiej.
adx,www.leboncoin.fr,,Mobile,Web,DISPLAY,300x250,FR,33770,13861,33099,41.88%,48,0.14%,67.579082,2.001,4.875,1.408,0,0.00%,0.4105,0.9801,4.8755,0.6995,0.0,0.6995,medium,IAB18 - Shopping,,shopping,"mass_reach, high_income",Francuski serwis ogłoszeń; idealna baza dla sprzedawców i marek e-commerce na rynku francuskim.
adxbr,www.mundopositivo.com.br,,Desktop,Web,VIDEO,1280x720,BR,33433,33153,33286,99.60%,3,0.01%,126.519675,3.784,3.816,42.173,32994,98.69%,0.9916,0.9956,3.8162,0.9936,0.0,0.9958,low,IAB12 - News & Politics,IAB14 - Entertainment,news,mass_reach,Portal informacyjny o pozytywnym podejściu z szerokim reach.
adx,www.eredmenyek.com,,Desktop,Web,DISPLAY,728x90,HU,32957,29938,32282,92.74%,22,0.07%,11.426121,0.347,0.382,0.519,0,0.00%,0.9084,0.9795,0.3817,0.9535,0.0004,0.9535,low,IAB17 - Sports,,sports,"mass_reach, young_adults",Serwis wyników sportowych trafia do fanów sportu zaangażowanych w śledzenie wydarzeń na żywo.
amazon,www.serasa.com.br,,Mobile,Web,DISPLAY,336x280,BR,32723,14371,30717,46.79%,198,0.61%,85.589662,2.616,5.956,0.432,0,0.00%,0.4392,0.9387,5.9557,0.7033,0.0,0.5033,medium,IAB13 - Personal Finance,,finance,"professionals, mass_reach",Portal kredytowy i wiarygodności finansowej Brazylii dociera do osób planujących znaczące zakupy.
outbrain,www.foxnews.com,,Mobile,Web,DISPLAY,336x280,US,32494,7354,31999,22.98%,41,0.13%,105.272040,3.240,14.315,2.568,0,0.00%,0.2263,0.9848,14.3149,0.6073,0.0,0.6073,medium,IAB12 - News & Politics,,news,"mass_reach, professionals","Wiodący serwis wiadomości, idealny dla kampanii o dużym zasięgu i profesjonalnych marek."
seedtag,www.tvnotas.com.mx,,Mobile,Web,DISPLAY,320x100,MX,31899,25345,30908,82.00%,184,0.58%,139.488815,4.373,5.504,0.758,0,0.00%,0.7945,0.9689,5.5036,0.8944,0.0,0.8944,low,IAB11 - Entertainment,IAB9 - Hobbies & Interests,entertainment,"mass_reach, young_adults","Portal celebrycki o dużym zasięgu, ideal dla reklam mody, kosmetyków i rozrywki."
adx,sport.interia.pl,,Mobile,Web,DISPLAY,336x280,PL,31631,24424,30873,79.11%,105,0.33%,77.478435,2.449,3.172,0.738,0,0.00%,0.7722,0.976,3.1722,0.8836,0.0001,0.8836,low,IAB17 - Sports,,sports,mass_reach,Główny serwis sportowy dla masowej polskiej publiczności interesującej się sportem.
appnexus,www.newsletter.co.uk,,Mobile,Web,DISPLAY,970x250,GB,30963,29856,30591,97.60%,66,0.21%,17.953549,0.580,0.601,0.272,0,0.00%,0.9642,0.988,0.6013,0.982,0.0003,0.982,low,IAB12 - News & Politics,,news,professionals,Newsletter informacyjny dla profesjonalistów śledzących najnowsze treści.
amazon,veja.abril.com.br,,Mobile,Web,DISPLAY,336x280,BR,30926,22355,30311,73.75%,114,0.37%,37.846230,1.224,1.693,0.332,0,0.00%,0.7229,0.9801,1.693,0.8588,0.0001,0.8588,low,IAB12 - News & Politics,,news,"mass_reach, professionals, high_income",Prestiżowe brazylskie czasopismo online dla profesjonalistów zainteresowanych analizą społeczno-polityczną.
openx,www.marmiton.org,,Mobile,Web,DISPLAY,300x600,FR,30747,14324,30367,47.17%,112,0.36%,80.686482,2.624,5.633,0.720,0,0.00%,0.4659,0.9876,5.633,0.7297,0.0,0.7297,low,IAB9 - Hobbies & Interests,IAB16 - Food & Drink,lifestyle,"mass_reach, parents",Francuski portal kulinarny - perfect dla brandów spożywczych i akcesoriów kuchennych.
sas,www.correio24horas.com.br,,Mobile,Web,DISPLAY,300x250,BR,30513,2638,29706,8.88%,48,0.16%,17.924121,0.587,6.795,0.373,0,0.00%,0.0865,0.9736,6.7946,0.5312,0.0,0.5312,medium,IAB12 - News & Politics,,news,mass_reach,Brazylijski serwis informacyjny 24-godzinny docierający do stale podłączonej publiczności szukającej wiadomości.
adxbr,www.comprerural.com,,Mobile,Web,DISPLAY,300x250,BR,30298,16860,29064,58.01%,130,0.43%,23.732406,0.783,1.408,0.183,0,0.00%,0.5565,0.9593,1.4076,0.7697,0.0001,0.7697,low,IAB3 - Business,IAB19 - Agriculture,shopping,professionals,Portal handlu i e-commerce orientowany na sektor rolny i zakupy dla profesjonalistów branży wiejskiej.
pubmatic,www.elfinanciero.com.mx,,Mobile,Web,DISPLAY,970x250,MX,30114,25317,29267,86.50%,137,0.45%,88.136960,2.927,3.481,0.643,0,0.00%,0.8407,0.9719,3.4813,0.9184,0.0,0.9184,low,IAB13 - Finance,IAB12 - News & Politics,finance,"professionals, high_income",Serwis finansowy przyciąga profesjonalistów i inwestorów zainteresowanych rynkami i ekonomią.
adx,www.daveockop.com,,Mobile,Web,DISPLAY,300x250,GB,29983,22034,29152,75.58%,33,0.11%,32.526718,1.085,1.476,0.986,0,0.00%,0.7349,0.9723,1.4762,0.864,0.0001,0.864,low,IAB8 - Entertainment,,entertainment,"young_adults, mass_reach",Serwis rozrywkowy przyciąga młodą publiczność zainteresowaną content'em humorystycznym.
sovrn,www.adorocinema.com,,Mobile,Web,DISPLAY,300x250,BR,29520,13400,27949,47.94%,62,0.21%,44.537105,1.509,3.324,0.718,0,0.00%,0.4539,0.9468,3.3237,0.7131,0.0,0.7131,low,IAB9 - Hobbies & Interests,,entertainment,"young_adults, mass_reach","Portal filmowy, idealny dla marek entertainment, streaming i lifestyle."
adx,party.pl,,Mobile,Web,DISPLAY,320x100,PL,28119,26714,27461,97.28%,104,0.37%,27.867149,0.991,1.043,0.268,0,0.00%,0.95,0.9766,1.0432,0.9747,0.0002,0.9747,low,IAB14 - Entertainment,IAB9 - Hobbies & Interests,entertainment,"young_adults, mass_reach",Portal rozrywki i eventów skierowany do młodszego audytorium zainteresowanego imprezami.
pubmatic,poczta.wp.pl,,Desktop,Web,DISPLAY,300x600,PL,27306,18923,26662,70.97%,11,0.04%,25.394275,0.930,1.342,2.309,0,0.00%,0.693,0.9764,1.342,0.8431,0.0001,0.8431,low,IAB19 - Technology & Computing,,technology,"mass_reach, professionals",Usługa poczty elektronicznej WP z dostępem do milionów użytkowników zarówno biznesowych jak i prywatnych.
adx,www.linternaute.com,,Mobile,Web,DISPLAY,300x600,FR,27133,17161,26243,65.39%,125,0.46%,56.191303,2.071,3.274,0.450,0,0.00%,0.6325,0.9672,3.2744,0.8105,0.0001,0.8105,low,IAB19 - Technology & Computing,IAB12 - News & Politics,other,"mass_reach, young_adults",Francuski portal technologiczny z newsami - idealne dla tech-brandsów i elektroniki konsumenckiej.
adx,www.mediafax.ro,,Mobile,Web,DISPLAY,970x250,RO,27116,16705,25567,65.34%,2,0.01%,5.938917,0.219,0.356,2.969,0,0.00%,0.6161,0.9429,0.3555,0.7981,0.0005,0.7981,low,IAB12 - News & Politics,,news,"mass_reach, professionals",Rumuńska agencja prasowa - wiarygodne medium dla kampanii B2B i informacyjnych.
pubmatic,caras.com.br,,Mobile,Web,DISPLAY,300x250,BR,27058,13255,25418,52.15%,64,0.24%,26.180482,0.968,1.975,0.409,0,0.00%,0.4899,0.9394,1.9751,0.7305,0.0001,0.7305,low,IAB6 - Entertainment,,entertainment,"mass_reach, young_adults",Magazyn celebrytów i mody dociera do publiczności zainteresowanej stylem życia celebrytów.
appnexus,www.ansa.it,,Mobile,Web,DISPLAY,970x250,IT,27026,24890,26412,94.24%,132,0.49%,86.034720,3.183,3.457,0.652,0,0.00%,0.921,0.9773,3.4566,0.9598,0.0,0.9598,low,IAB12 - News & Politics,,news,"mass_reach, professionals","Wybitna włoska agencja prasowa, premium placement dla marek premium."
index,asianwiki.com,,Mobile,Web,DISPLAY,728x90,PH,26846,3721,21671,17.17%,2,0.01%,1.747419,0.065,0.470,0.874,0,0.00%,0.1386,0.8072,0.4696,0.4895,0.0003,0.4895,medium,IAB9 - Hobbies & Interests,IAB14 - Society,entertainment,"young_adults, mass_reach","Wiki o filmach i serialach azjatyckich, zasięg wśród entuzjastów popkultury."
rp,www.idealhome.co.uk,,Mobile,Web,DISPLAY,336x280,GB,26749,13367,25998,51.42%,31,0.12%,76.206066,2.849,5.701,2.458,0,0.00%,0.4997,0.9719,5.7011,0.743,0.0,0.743,low,IAB19 - Real Estate,IAB16 - Hobbies & Interests,lifestyle,"mass_reach, high_income, parents",Portal inspiracji do wnętrz skierowany do osób modernizujących domy i zainteresowanych designem.
adxbr,espanol.yahoo.com,,Mobile,Web,DISPLAY,320x50,MX,26666,23772,25410,93.55%,13,0.05%,20.675241,0.775,0.870,1.590,0,0.00%,0.8915,0.9529,0.8697,0.9442,0.0002,0.9442,low,IAB12 - News & Politics,,news,mass_reach,Ogólny portal wiadomości dla hispanohawców z szerokim zasięgiem demograficznym.
pubmatic,www.telegraph.co.uk,,Mobile,Web,DISPLAY,300x250,GB,26390,19223,25865,74.32%,63,0.24%,104.857180,3.973,5.455,1.664,0,0.00%,0.7284,0.9801,5.4548,0.8617,0.0,0.8617,low,IAB12 - News & Politics,,news,"mass_reach, professionals, high_income",Prestiżowy brit media z zaangażowaną publicznością wysokiej klasy średniej szukającą analizy.
appnexus,as.com,,Desktop,Web,DISPLAY,300x600,ES,25662,18279,25471,71.76%,35,0.14%,45.171884,1.760,2.471,1.291,0,0.00%,0.7123,0.9926,2.4712,0.8551,0.0001,0.8551,low,IAB17 - Sports,,sports,"mass_reach, young_adults","Portal sportowy AS.com, duży zasięg wśród fanów sportów, głównie piłki nożnej."
adx,autogaleria.pl,,Mobile,Web,DISPLAY,336x280,PL,25511,18477,24000,76.99%,96,0.38%,61.913788,2.427,3.351,0.645,0,0.00%,0.7243,0.9408,3.3509,0.8553,0.0,0.8553,low,IAB16 - Automotive,IAB18 - Shopping,automotive,"mass_reach, high_income","Serwis sprzedaży samochodów, doskonały dla dealerów i producentów auto."
adx,monden.ro,,Mobile,Web,DISPLAY,336x280,RO,25510,14688,24833,59.15%,78,0.31%,5.809592,0.228,0.396,0.074,0,0.00%,0.5758,0.9735,0.3955,0.7825,0.0004,0.7825,low,IAB14 - Entertainment,,entertainment,"mass_reach, young_adults",Portal rozrywkowy z szerokim zasięgiem wśród młodszej widowności.
pubmatic,www.weeronline.nl,,Desktop,Web,VIDEO,1300x1280,NL,25334,21129,25121,84.11%,2,0.01%,136.989025,5.407,6.483,68.495,20175,79.64%,0.834,0.9916,6.4835,0.8826,0.0,0.9163,low,IAB20 - Travel,IAB12 - News & Politics,news,mass_reach,Serwis pogodowy i informacyjny o masowym zasięgu wśród użytkowników holandzkich.
onetag,portal.abczdrowie.pl,,Mobile,Web,DISPLAY,970x250,PL,25014,20007,24644,81.18%,11,0.04%,56.149211,2.245,2.806,5.104,0,0.00%,0.7998,0.9852,2.8065,0.8985,0.0001,0.8985,low,IAB8 - Health & Fitness,,health,"mass_reach, parents",Portal zdrowotny z treściami medycznymi i poradami dla użytkowników zainteresowanych zdrowiem i wellness.
